bike_name,bike_type,date_ordered,quantity
Roadmaster Pro,Road Bike,2022-06-24,12
TrailBlazer XT,Mountain Bike,2023-03-18,2
 Speedster Pro,Road Bike,2021-12-28,11
Roadmaster Pro,Road Bike,2021-04-14,2
BMX Freestyle Pro,BMX,2023-09-06,2
Hybrid Explorer,Hybrid Bike,2020-05-01,1
UrbanCommuter 500,Hybrid Bike,2021-03-25,1
UrbanCommuter 500,Hybrid Bike,2022-07-05,6
Hybrid Explorer,Hybrid Bike,2021-07-15,9
UrbanCommuter 500,Hybrid Bike,2023-11-01,3
UrbanCommuter 500,Hybrid Bike,2023-05-30,3
BMX Freestyle Pro,BMX,2021-05-26,3
Mountain Climber XT,Mountain Bike,2020-08-25,9
 Speedster Pro,Road Bike,2020-10-27,2
BMX Freestyle Pro,BMX,2023-06-08,4
Roadmaster Pro,Road Bike,2021-12-04,3
Mountain Climber XT,Mountain Bike,2020-12-04,1
Hybrid Explorer,Hybrid Bike,2023-11-01,3
 Speedster Pro,Road Bike,2022-09-14,3
UrbanCommuter 500,Hybrid Bike,2023-06-07,4
Roadmaster Pro,Road Bike,2023-04-24,4
BMX Freestyle Pro,BMX,2024-08-04,1
Mountain Climber XT,Mountain Bike,2021-01-19,3
UrbanCommuter 500,Hybrid Bike,2020-02-15,3
TrailBlazer XT,Mountain Bike,2022-10-09,2
TrailBlazer XT,Mountain Bike,2022-02-20,2
UrbanCommuter 500,Hybrid Bike,2024-06-30,2
UrbanCommuter 500,Hybrid Bike,2021-11-13,5
 Speedster Pro,Road Bike,2022-06-17,6
AirMaster 300,BMX,2024-08-29,2
 Speedster Pro,Road Bike,2024-04-20,2
Hybrid Explorer,Hybrid Bike,2022-08-06,5
Mountain Climber XT,Mountain Bike,2020-01-02,2
TrailBlazer XT,Mountain Bike,2024-01-20,1
 Speedster Pro,Road Bike,2020-07-15,5
Mountain Climber XT,Mountain Bike,2024-07-03,2
 Speedster Pro,Road Bike,2020-09-09,4
Roadmaster Pro,Road Bike,2021-04-12,2
Hybrid Explorer,Hybrid Bike,2024-01-28,3
 Speedster Pro,Road Bike,2022-07-05,5
BMX Freestyle Pro,BMX,2023-08-10,9
BMX Freestyle Pro,BMX,2022-07-01,7
Mountain Climber XT,Mountain Bike,2023-09-13,3
UrbanCommuter 500,Hybrid Bike,2020-01-13,1
Roadmaster Pro,Road Bike,2020-11-19,17
UrbanCommuter 500,Hybrid Bike,2021-04-17,3
Mountain Climber XT,Mountain Bike,2020-05-08,3
 Speedster Pro,Road Bike,2020-10-12,2
Roadmaster Pro,Road Bike,2020-04-09,3
AirMaster 300,BMX,2020-11-13,3
AirMaster 300,BMX,2021-07-02,8
Roadmaster Pro,Road Bike,2023-03-21,2
Mountain Climber XT,Mountain Bike,2021-07-25,8
BMX Freestyle Pro,BMX,2024-05-17,3
 Speedster Pro,Road Bike,2021-06-08,3
AirMaster 300,BMX,2021-02-25,2
Roadmaster Pro,Road Bike,2024-04-20,2
UrbanCommuter 500,Hybrid Bike,2024-06-10,2
Roadmaster Pro,Road Bike,2024-07-09,3
 Speedster Pro,Road Bike,2023-09-16,3
AirMaster 300,BMX,2021-01-05,4
AirMaster 300,BMX,2023-05-31,2
AirMaster 300,BMX,2021-10-09,2
Roadmaster Pro,Road Bike,2020-05-25,2
Hybrid Explorer,Hybrid Bike,2024-03-26,3
TrailBlazer XT,Mountain Bike,2022-04-17,2
UrbanCommuter 500,Hybrid Bike,2021-02-27,2
TrailBlazer XT,Mountain Bike,2024-08-29,5
Hybrid Explorer,Hybrid Bike,2023-10-16,3
Mountain Climber XT,Mountain Bike,2020-02-09,1
BMX Freestyle Pro,BMX,2021-07-20,5
Mountain Climber XT,Mountain Bike,2021-09-26,3
Mountain Climber XT,Mountain Bike,2021-04-01,3
TrailBlazer XT,Mountain Bike,2021-01-25,3
AirMaster 300,BMX,2021-03-22,2
UrbanCommuter 500,Hybrid Bike,2021-12-26,13
 Speedster Pro,Road Bike,2021-04-03,2
BMX Freestyle Pro,BMX,2024-06-22,3
Mountain Climber XT,Mountain Bike,2024-08-17,2
AirMaster 300,BMX,2024-04-16,1
TrailBlazer XT,Mountain Bike,2020-02-01,6
Roadmaster Pro,Road Bike,2023-04-19,3
Mountain Climber XT,Mountain Bike,2022-09-24,3
BMX Freestyle Pro,BMX,2023-04-04,1
Hybrid Explorer,Hybrid Bike,2023-06-07,2
Hybrid Explorer,Hybrid Bike,2022-08-26,9
BMX Freestyle Pro,BMX,2022-07-07,8
TrailBlazer XT,Mountain Bike,2023-03-03,1
UrbanCommuter 500,Hybrid Bike,2021-10-23,3
Hybrid Explorer,Hybrid Bike,2020-12-22,10
BMX Freestyle Pro,BMX,2021-05-20,2
 Speedster Pro,Road Bike,2020-04-18,2
TrailBlazer XT,Mountain Bike,2023-12-07,2
Roadmaster Pro,Road Bike,2022-03-12,3
AirMaster 300,BMX,2021-06-27,7
Mountain Climber XT,Mountain Bike,2022-04-04,3
Roadmaster Pro,Road Bike,2024-05-06,4
TrailBlazer XT,Mountain Bike,2023-12-05,2
BMX Freestyle Pro,BMX,2022-10-07,3
Roadmaster Pro,Road Bike,2022-08-10,4
Mountain Climber XT,Mountain Bike,2020-02-02,1
TrailBlazer XT,Mountain Bike,2020-04-10,3
BMX Freestyle Pro,BMX,2023-02-04,3
Mountain Climber XT,Mountain Bike,2020-08-06,2
AirMaster 300,BMX,2024-07-29,3
Mountain Climber XT,Mountain Bike,2020-09-17,1
 Speedster Pro,Road Bike,2021-10-22,4
Mountain Climber XT,Mountain Bike,2022-09-05,3
TrailBlazer XT,Mountain Bike,2024-05-07,2
Mountain Climber XT,Mountain Bike,2020-07-18,4
TrailBlazer XT,Mountain Bike,2021-04-12,4
BMX Freestyle Pro,BMX,2024-06-22,3
AirMaster 300,BMX,2023-11-20,17
UrbanCommuter 500,Hybrid Bike,2023-10-19,2
AirMaster 300,BMX,2023-01-11,1
AirMaster 300,BMX,2023-10-11,4
BMX Freestyle Pro,BMX,2024-09-28,4
 Speedster Pro,Road Bike,2020-10-10,2
BMX Freestyle Pro,BMX,2021-07-23,6
AirMaster 300,BMX,2022-09-21,4
AirMaster 300,BMX,2023-10-04,2
 Speedster Pro,Road Bike,2021-07-07,8
TrailBlazer XT,Mountain Bike,2023-05-20,3
BMX Freestyle Pro,BMX,2024-03-12,1
UrbanCommuter 500,Hybrid Bike,2022-09-20,1
Hybrid Explorer,Hybrid Bike,2024-04-02,3
BMX Freestyle Pro,BMX,2022-04-06,3
BMX Freestyle Pro,BMX,2020-03-26,3
Roadmaster Pro,Road Bike,2020-12-03,13
UrbanCommuter 500,Hybrid Bike,2024-06-27,3
Roadmaster Pro,Road Bike,2024-01-31,4
Mountain Climber XT,Mountain Bike,2023-10-14,2
UrbanCommuter 500,Hybrid Bike,2020-06-01,10
TrailBlazer XT,Mountain Bike,2023-12-20,12
AirMaster 300,BMX,2023-10-24,3
Roadmaster Pro,Road Bike,2024-06-19,2
AirMaster 300,BMX,2020-04-05,3
Roadmaster Pro,Road Bike,2023-01-27,2
UrbanCommuter 500,Hybrid Bike,2022-01-17,3
BMX Freestyle Pro,BMX,2023-09-14,2
Roadmaster Pro,Road Bike,2020-12-08,2
Roadmaster Pro,Road Bike,2024-04-01,3
UrbanCommuter 500,Hybrid Bike,2020-12-01,16
UrbanCommuter 500,Hybrid Bike,2020-01-09,3
TrailBlazer XT,Mountain Bike,2020-09-26,3
AirMaster 300,BMX,2023-08-29,8
Mountain Climber XT,Mountain Bike,2024-07-25,3
TrailBlazer XT,Mountain Bike,2021-07-05,7
Hybrid Explorer,Hybrid Bike,2022-08-08,10
Roadmaster Pro,Road Bike,2022-08-26,6
Roadmaster Pro,Road Bike,2021-03-26,4
TrailBlazer XT,Mountain Bike,2020-08-07,9
TrailBlazer XT,Mountain Bike,2023-10-17,5
TrailBlazer XT,Mountain Bike,2022-10-29,1
BMX Freestyle Pro,BMX,2024-01-01,8
 Speedster Pro,Road Bike,2020-03-17,1
Mountain Climber XT,Mountain Bike,2024-09-13,2
Mountain Climber XT,Mountain Bike,2024-06-16,3
AirMaster 300,BMX,2022-09-15,3
 Speedster Pro,Road Bike,2022-07-19,5
 Speedster Pro,Road Bike,2021-05-24,3
Mountain Climber XT,Mountain Bike,2021-12-09,1
AirMaster 300,BMX,2022-05-16,3
Hybrid Explorer,Hybrid Bike,2024-03-22,3
BMX Freestyle Pro,BMX,2020-10-24,4
Mountain Climber XT,Mountain Bike,2023-10-30,1
AirMaster 300,BMX,2022-06-20,8
 Speedster Pro,Road Bike,2023-07-05,8
AirMaster 300,BMX,2021-01-17,3
BMX Freestyle Pro,BMX,2022-04-14,2
Hybrid Explorer,Hybrid Bike,2023-05-25,4
TrailBlazer XT,Mountain Bike,2020-10-22,2
UrbanCommuter 500,Hybrid Bike,2021-11-03,3
AirMaster 300,BMX,2024-07-03,3
Roadmaster Pro,Road Bike,2020-11-22,19
 Speedster Pro,Road Bike,2024-02-12,4
TrailBlazer XT,Mountain Bike,2022-10-25,2
BMX Freestyle Pro,BMX,2021-05-08,4
AirMaster 300,BMX,2023-06-29,11
Hybrid Explorer,Hybrid Bike,2022-01-06,3
BMX Freestyle Pro,BMX,2022-04-30,1
UrbanCommuter 500,Hybrid Bike,2022-03-26,2
UrbanCommuter 500,Hybrid Bike,2023-03-13,5
 Speedster Pro,Road Bike,2021-07-07,4
AirMaster 300,BMX,2023-10-21,3
AirMaster 300,BMX,2021-04-14,2
UrbanCommuter 500,Hybrid Bike,2021-10-10,3
Roadmaster Pro,Road Bike,2022-05-02,3
AirMaster 300,BMX,2021-04-18,1
UrbanCommuter 500,Hybrid Bike,2020-03-04,4
TrailBlazer XT,Mountain Bike,2020-02-18,2
 Speedster Pro,Road Bike,2020-10-08,4
 Speedster Pro,Road Bike,2021-03-07,3
BMX Freestyle Pro,BMX,2023-07-07,5
Mountain Climber XT,Mountain Bike,2024-07-10,2
TrailBlazer XT,Mountain Bike,2020-09-02,3
UrbanCommuter 500,Hybrid Bike,2022-04-11,2
 Speedster Pro,Road Bike,2022-06-30,11
Roadmaster Pro,Road Bike,2023-02-19,2
Mountain Climber XT,Mountain Bike,2021-02-06,4
 Speedster Pro,Road Bike,2020-12-06,3
Hybrid Explorer,Hybrid Bike,2020-11-26,19
AirMaster 300,BMX,2021-05-13,3
Roadmaster Pro,Road Bike,2022-03-16,3
BMX Freestyle Pro,BMX,2021-11-09,3
TrailBlazer XT,Mountain Bike,2022-10-30,3
AirMaster 300,BMX,2023-03-13,3
Hybrid Explorer,Hybrid Bike,2023-07-23,7
Hybrid Explorer,Hybrid Bike,2023-11-03,3
AirMaster 300,BMX,2020-06-07,9
UrbanCommuter 500,Hybrid Bike,2020-03-10,2
TrailBlazer XT,Mountain Bike,2023-01-23,2
Hybrid Explorer,Hybrid Bike,2023-09-26,3
 Speedster Pro,Road Bike,2024-04-12,3
Roadmaster Pro,Road Bike,2022-04-02,1
 Speedster Pro,Road Bike,2020-09-24,3
Roadmaster Pro,Road Bike,2023-05-23,4
AirMaster 300,BMX,2020-11-07,3
 Speedster Pro,Road Bike,2020-07-22,6
 Speedster Pro,Road Bike,2020-04-06,3
AirMaster 300,BMX,2020-10-12,2
Hybrid Explorer,Hybrid Bike,2023-08-03,8
Roadmaster Pro,Road Bike,2022-01-03,4
AirMaster 300,BMX,2024-02-22,3
Roadmaster Pro,Road Bike,2021-08-10,8
Hybrid Explorer,Hybrid Bike,2023-01-10,3
BMX Freestyle Pro,BMX,2022-10-14,2
Mountain Climber XT,Mountain Bike,2020-09-20,1
 Speedster Pro,Road Bike,2021-12-10,4
AirMaster 300,BMX,2024-07-16,2
Mountain Climber XT,Mountain Bike,2022-04-08,3
 Speedster Pro,Road Bike,2021-02-13,2
Hybrid Explorer,Hybrid Bike,2022-12-25,13
UrbanCommuter 500,Hybrid Bike,2024-05-07,3
BMX Freestyle Pro,BMX,2022-01-01,13
TrailBlazer XT,Mountain Bike,2024-02-20,3
Roadmaster Pro,Road Bike,2021-10-25,1
Mountain Climber XT,Mountain Bike,2021-04-22,2
Mountain Climber XT,Mountain Bike,2022-07-23,7
Mountain Climber XT,Mountain Bike,2023-11-15,3
Mountain Climber XT,Mountain Bike,2020-12-16,2
UrbanCommuter 500,Hybrid Bike,2020-03-08,2
Mountain Climber XT,Mountain Bike,2023-09-13,3
UrbanCommuter 500,Hybrid Bike,2023-01-17,5
UrbanCommuter 500,Hybrid Bike,2023-01-04,2
Mountain Climber XT,Mountain Bike,2023-10-30,3
Roadmaster Pro,Road Bike,2023-03-02,2
AirMaster 300,BMX,2024-08-03,3
Mountain Climber XT,Mountain Bike,2023-11-01,2
Hybrid Explorer,Hybrid Bike,2021-02-01,1
Mountain Climber XT,Mountain Bike,2022-06-13,5
Mountain Climber XT,Mountain Bike,2021-06-17,5
BMX Freestyle Pro,BMX,2020-08-13,5
Mountain Climber XT,Mountain Bike,2020-03-02,2
UrbanCommuter 500,Hybrid Bike,2023-07-09,8
Mountain Climber XT,Mountain Bike,2022-12-14,2
TrailBlazer XT,Mountain Bike,2021-09-20,3
Hybrid Explorer,Hybrid Bike,2024-07-25,1
Hybrid Explorer,Hybrid Bike,2020-12-28,10
UrbanCommuter 500,Hybrid Bike,2021-06-15,11
Roadmaster Pro,Road Bike,2022-08-30,2
Roadmaster Pro,Road Bike,2020-07-09,5
UrbanCommuter 500,Hybrid Bike,2024-03-09,3
 Speedster Pro,Road Bike,2020-11-20,12
BMX Freestyle Pro,BMX,2021-06-26,6
UrbanCommuter 500,Hybrid Bike,2021-07-07,7
Roadmaster Pro,Road Bike,2024-04-20,1
TrailBlazer XT,Mountain Bike,2023-08-12,7
 Speedster Pro,Road Bike,2024-09-12,4
Mountain Climber XT,Mountain Bike,2023-02-11,1
Roadmaster Pro,Road Bike,2021-11-01,3
AirMaster 300,BMX,2021-12-16,1
Roadmaster Pro,Road Bike,2022-07-06,4
Mountain Climber XT,Mountain Bike,2024-08-26,2
TrailBlazer XT,Mountain Bike,2023-08-07,9
 Speedster Pro,Road Bike,2023-08-14,8
UrbanCommuter 500,Hybrid Bike,2021-09-01,5
UrbanCommuter 500,Hybrid Bike,2021-05-16,3
Roadmaster Pro,Road Bike,2022-06-25,5
TrailBlazer XT,Mountain Bike,2020-12-25,13
Hybrid Explorer,Hybrid Bike,2020-02-08,4
Mountain Climber XT,Mountain Bike,2021-12-09,2
 Speedster Pro,Road Bike,2020-04-20,2
Mountain Climber XT,Mountain Bike,2024-03-17,1
UrbanCommuter 500,Hybrid Bike,2022-10-19,3
 Speedster Pro,Road Bike,2024-04-05,2
Mountain Climber XT,Mountain Bike,2020-02-02,2
TrailBlazer XT,Mountain Bike,2024-02-14,3
 Speedster Pro,Road Bike,2021-05-26,1
Hybrid Explorer,Hybrid Bike,2020-01-16,1
Roadmaster Pro,Road Bike,2021-12-13,3
AirMaster 300,BMX,2023-03-20,2
TrailBlazer XT,Mountain Bike,2024-07-30,2
BMX Freestyle Pro,BMX,2022-08-04,7
AirMaster 300,BMX,2022-06-22,7
Mountain Climber XT,Mountain Bike,2023-09-01,5
TrailBlazer XT,Mountain Bike,2024-03-27,1
 Speedster Pro,Road Bike,2023-08-20,9
Hybrid Explorer,Hybrid Bike,2020-12-25,15
TrailBlazer XT,Mountain Bike,2023-08-03,10
AirMaster 300,BMX,2023-04-08,3
Hybrid Explorer,Hybrid Bike,2022-04-12,5
Mountain Climber XT,Mountain Bike,2024-02-19,1
Roadmaster Pro,Road Bike,2022-04-26,1
Hybrid Explorer,Hybrid Bike,2021-09-30,3
UrbanCommuter 500,Hybrid Bike,2022-12-10,2
 Speedster Pro,Road Bike,2020-04-30,3
AirMaster 300,BMX,2022-03-20,1
TrailBlazer XT,Mountain Bike,2024-05-22,2
BMX Freestyle Pro,BMX,2021-03-24,1
TrailBlazer XT,Mountain Bike,2022-04-01,1
UrbanCommuter 500,Hybrid Bike,2024-06-04,4
Roadmaster Pro,Road Bike,2023-11-17,1
TrailBlazer XT,Mountain Bike,2022-05-21,1
BMX Freestyle Pro,BMX,2023-01-22,2
UrbanCommuter 500,Hybrid Bike,2020-10-23,1
Roadmaster Pro,Road Bike,2023-09-18,2
BMX Freestyle Pro,BMX,2023-09-29,1
AirMaster 300,BMX,2022-10-01,2
BMX Freestyle Pro,BMX,2022-10-11,3
BMX Freestyle Pro,BMX,2023-06-13,8
AirMaster 300,BMX,2022-06-27,9
BMX Freestyle Pro,BMX,2020-03-27,2
TrailBlazer XT,Mountain Bike,2021-10-13,2
Roadmaster Pro,Road Bike,2022-12-27,16
Roadmaster Pro,Road Bike,2021-06-14,7
Mountain Climber XT,Mountain Bike,2024-09-02,3
AirMaster 300,BMX,2021-10-24,3
Roadmaster Pro,Road Bike,2020-05-12,4
Roadmaster Pro,Road Bike,2023-10-09,4
UrbanCommuter 500,Hybrid Bike,2023-03-05,3
UrbanCommuter 500,Hybrid Bike,2022-12-12,3
Hybrid Explorer,Hybrid Bike,2024-09-15,3
Hybrid Explorer,Hybrid Bike,2020-03-18,3
Roadmaster Pro,Road Bike,2022-08-18,4
TrailBlazer XT,Mountain Bike,2022-09-01,3
Mountain Climber XT,Mountain Bike,2020-01-27,1
Mountain Climber XT,Mountain Bike,2022-11-07,3
AirMaster 300,BMX,2024-06-16,3
Mountain Climber XT,Mountain Bike,2021-12-04,2
Mountain Climber XT,Mountain Bike,2023-09-02,4
UrbanCommuter 500,Hybrid Bike,2021-03-13,3
Hybrid Explorer,Hybrid Bike,2023-01-13,2
Roadmaster Pro,Road Bike,2020-03-08,4
UrbanCommuter 500,Hybrid Bike,2024-02-09,2
BMX Freestyle Pro,BMX,2020-03-18,2
AirMaster 300,BMX,2021-12-16,3
AirMaster 300,BMX,2021-08-04,8
UrbanCommuter 500,Hybrid Bike,2020-07-31,9
 Speedster Pro,Road Bike,2024-01-27,3
TrailBlazer XT,Mountain Bike,2021-03-01,3
TrailBlazer XT,Mountain Bike,2024-04-26,3
BMX Freestyle Pro,BMX,2020-03-25,3
UrbanCommuter 500,Hybrid Bike,2023-01-25,2
Mountain Climber XT,Mountain Bike,2020-04-17,3
UrbanCommuter 500,Hybrid Bike,2024-05-28,2
Roadmaster Pro,Road Bike,2021-04-10,3
 Speedster Pro,Road Bike,2022-10-16,3
 Speedster Pro,Road Bike,2022-03-01,3
UrbanCommuter 500,Hybrid Bike,2023-01-10,2
UrbanCommuter 500,Hybrid Bike,2020-09-23,2
Mountain Climber XT,Mountain Bike,2020-11-23,20
UrbanCommuter 500,Hybrid Bike,2020-10-01,1
Roadmaster Pro,Road Bike,2020-06-06,9
UrbanCommuter 500,Hybrid Bike,2023-03-04,2
Hybrid Explorer,Hybrid Bike,2021-03-18,1
 Speedster Pro,Road Bike,2022-10-09,1
UrbanCommuter 500,Hybrid Bike,2021-08-07,12
TrailBlazer XT,Mountain Bike,2022-02-22,3
BMX Freestyle Pro,BMX,2020-08-10,7
Mountain Climber XT,Mountain Bike,2020-01-18,3
Hybrid Explorer,Hybrid Bike,2021-03-30,1
AirMaster 300,BMX,2020-01-25,3
 Speedster Pro,Road Bike,2020-01-24,1
UrbanCommuter 500,Hybrid Bike,2021-01-07,2
BMX Freestyle Pro,BMX,2024-02-15,1
TrailBlazer XT,Mountain Bike,2023-06-22,8
AirMaster 300,BMX,2020-12-30,12
Roadmaster Pro,Road Bike,2023-01-11,4
UrbanCommuter 500,Hybrid Bike,2021-03-04,3
 Speedster Pro,Road Bike,2024-04-02,4
AirMaster 300,BMX,2022-04-11,3
BMX Freestyle Pro,BMX,2022-01-22,3
UrbanCommuter 500,Hybrid Bike,2022-03-18,2
 Speedster Pro,Road Bike,2021-02-14,2
 Speedster Pro,Road Bike,2021-12-18,11
Roadmaster Pro,Road Bike,2022-10-27,1
 Speedster Pro,Road Bike,2021-02-19,2
AirMaster 300,BMX,2022-07-01,6
 Speedster Pro,Road Bike,2022-02-24,4
TrailBlazer XT,Mountain Bike,2024-09-19,2
BMX Freestyle Pro,BMX,2023-06-22,8
UrbanCommuter 500,Hybrid Bike,2020-05-27,2
BMX Freestyle Pro,BMX,2022-06-09,10
TrailBlazer XT,Mountain Bike,2024-08-31,2
TrailBlazer XT,Mountain Bike,2021-11-10,2
Hybrid Explorer,Hybrid Bike,2023-01-28,3
AirMaster 300,BMX,2022-11-03,2
 Speedster Pro,Road Bike,2023-08-29,10
TrailBlazer XT,Mountain Bike,2022-05-26,1
 Speedster Pro,Road Bike,2024-02-19,4
Roadmaster Pro,Road Bike,2021-08-07,2
UrbanCommuter 500,Hybrid Bike,2020-12-01,14
 Speedster Pro,Road Bike,2022-11-17,4
UrbanCommuter 500,Hybrid Bike,2020-06-14,8
TrailBlazer XT,Mountain Bike,2021-05-01,1
Mountain Climber XT,Mountain Bike,2020-12-07,2
AirMaster 300,BMX,2020-02-02,1
 Speedster Pro,Road Bike,2023-01-07,3
Hybrid Explorer,Hybrid Bike,2020-10-13,3
 Speedster Pro,Road Bike,2023-05-28,3
Hybrid Explorer,Hybrid Bike,2023-12-19,8
AirMaster 300,BMX,2023-06-19,8
Roadmaster Pro,Road Bike,2021-03-09,3
 Speedster Pro,Road Bike,2023-06-03,6
BMX Freestyle Pro,BMX,2021-04-14,3
Hybrid Explorer,Hybrid Bike,2024-01-07,2
Hybrid Explorer,Hybrid Bike,2020-01-15,1
BMX Freestyle Pro,BMX,2024-01-30,2
UrbanCommuter 500,Hybrid Bike,2023-09-17,3
AirMaster 300,BMX,2023-04-27,2
BMX Freestyle Pro,BMX,2020-05-20,2
Mountain Climber XT,Mountain Bike,2021-04-28,3
AirMaster 300,BMX,2024-06-08,3
Roadmaster Pro,Road Bike,2022-11-13,3
Mountain Climber XT,Mountain Bike,2020-11-21,14
TrailBlazer XT,Mountain Bike,2020-05-30,4
TrailBlazer XT,Mountain Bike,2024-01-30,3
UrbanCommuter 500,Hybrid Bike,2020-07-18,5
Hybrid Explorer,Hybrid Bike,2020-09-27,5
Roadmaster Pro,Road Bike,2022-12-08,3
TrailBlazer XT,Mountain Bike,2024-03-01,4
Roadmaster Pro,Road Bike,2020-09-23,3
Roadmaster Pro,Road Bike,2020-03-21,1
BMX Freestyle Pro,BMX,2020-11-15,3
Roadmaster Pro,Road Bike,2021-04-06,2
BMX Freestyle Pro,BMX,2022-01-11,4
Roadmaster Pro,Road Bike,2022-01-29,2
AirMaster 300,BMX,2022-08-03,4
TrailBlazer XT,Mountain Bike,2024-05-12,2
Mountain Climber XT,Mountain Bike,2023-06-14,8
UrbanCommuter 500,Hybrid Bike,2022-03-28,2
AirMaster 300,BMX,2022-06-30,5
TrailBlazer XT,Mountain Bike,2023-11-30,21
Hybrid Explorer,Hybrid Bike,2022-02-02,1
Hybrid Explorer,Hybrid Bike,2022-09-24,3
 Speedster Pro,Road Bike,2024-09-25,2
AirMaster 300,BMX,2024-03-03,3
Hybrid Explorer,Hybrid Bike,2020-08-02,6
TrailBlazer XT,Mountain Bike,2024-09-17,4
Hybrid Explorer,Hybrid Bike,2020-02-18,2
AirMaster 300,BMX,2022-05-11,2
BMX Freestyle Pro,BMX,2023-05-15,3
BMX Freestyle Pro,BMX,2022-01-17,1
UrbanCommuter 500,Hybrid Bike,2022-12-20,13
Mountain Climber XT,Mountain Bike,2020-12-10,5
 Speedster Pro,Road Bike,2023-05-28,2
Mountain Climber XT,Mountain Bike,2020-02-21,2
TrailBlazer XT,Mountain Bike,2024-01-16,3
AirMaster 300,BMX,2024-09-27,3
 Speedster Pro,Road Bike,2020-11-28,16
UrbanCommuter 500,Hybrid Bike,2023-10-31,4
 Speedster Pro,Road Bike,2020-12-23,11
Mountain Climber XT,Mountain Bike,2023-02-09,4
Mountain Climber XT,Mountain Bike,2024-03-20,3
AirMaster 300,BMX,2023-12-18,10
Hybrid Explorer,Hybrid Bike,2024-03-19,1
AirMaster 300,BMX,2024-07-15,3
AirMaster 300,BMX,2020-02-13,5
AirMaster 300,BMX,2023-01-21,4
 Speedster Pro,Road Bike,2022-12-30,10
 Speedster Pro,Road Bike,2023-04-11,2
Hybrid Explorer,Hybrid Bike,2020-06-03,10
AirMaster 300,BMX,2020-02-25,5
Roadmaster Pro,Road Bike,2022-12-09,3
BMX Freestyle Pro,BMX,2021-11-21,17
AirMaster 300,BMX,2023-07-30,7
 Speedster Pro,Road Bike,2023-12-19,9
 Speedster Pro,Road Bike,2021-11-21,16
Hybrid Explorer,Hybrid Bike,2024-03-01,3
 Speedster Pro,Road Bike,2023-02-16,5
Mountain Climber XT,Mountain Bike,2023-09-30,4
TrailBlazer XT,Mountain Bike,2021-04-15,3
Hybrid Explorer,Hybrid Bike,2022-08-18,9
UrbanCommuter 500,Hybrid Bike,2023-05-07,4
Roadmaster Pro,Road Bike,2022-01-01,13
AirMaster 300,BMX,2020-03-16,3
BMX Freestyle Pro,BMX,2024-04-10,1
 Speedster Pro,Road Bike,2022-05-22,3
Roadmaster Pro,Road Bike,2021-06-23,6
Hybrid Explorer,Hybrid Bike,2021-09-12,2
TrailBlazer XT,Mountain Bike,2020-03-03,1
 Speedster Pro,Road Bike,2022-03-18,4
Roadmaster Pro,Road Bike,2024-02-20,4
UrbanCommuter 500,Hybrid Bike,2021-11-20,18
AirMaster 300,BMX,2021-09-05,2
BMX Freestyle Pro,BMX,2023-06-17,6
TrailBlazer XT,Mountain Bike,2021-03-02,1
 Speedster Pro,Road Bike,2022-04-12,3
BMX Freestyle Pro,BMX,2023-09-22,2
AirMaster 300,BMX,2022-04-18,1
Mountain Climber XT,Mountain Bike,2022-04-06,3
AirMaster 300,BMX,2022-09-21,2
BMX Freestyle Pro,BMX,2023-11-14,3
TrailBlazer XT,Mountain Bike,2023-01-13,4
AirMaster 300,BMX,2022-02-02,4
Roadmaster Pro,Road Bike,2020-04-23,5
Mountain Climber XT,Mountain Bike,2020-08-26,7
UrbanCommuter 500,Hybrid Bike,2022-08-06,4
AirMaster 300,BMX,2022-05-12,3
Mountain Climber XT,Mountain Bike,2021-10-11,2
Mountain Climber XT,Mountain Bike,2024-03-12,2
Mountain Climber XT,Mountain Bike,2024-07-18,3
 Speedster Pro,Road Bike,2024-03-09,2
AirMaster 300,BMX,2024-03-11,3
Hybrid Explorer,Hybrid Bike,2021-03-28,3
Roadmaster Pro,Road Bike,2021-04-14,3
UrbanCommuter 500,Hybrid Bike,2021-05-09,3
Mountain Climber XT,Mountain Bike,2023-01-28,3
BMX Freestyle Pro,BMX,2022-05-18,3
TrailBlazer XT,Mountain Bike,2024-08-12,2
AirMaster 300,BMX,2023-04-25,1
BMX Freestyle Pro,BMX,2022-04-09,2
UrbanCommuter 500,Hybrid Bike,2020-06-18,10
Hybrid Explorer,Hybrid Bike,2020-06-18,8
TrailBlazer XT,Mountain Bike,2023-04-14,3
Roadmaster Pro,Road Bike,2020-03-26,1
Hybrid Explorer,Hybrid Bike,2024-06-20,3
 Speedster Pro,Road Bike,2020-08-13,7
Mountain Climber XT,Mountain Bike,2021-09-15,2
Mountain Climber XT,Mountain Bike,2021-02-03,2
TrailBlazer XT,Mountain Bike,2020-08-26,10
TrailBlazer XT,Mountain Bike,2020-02-16,4
 Speedster Pro,Road Bike,2022-05-10,3
AirMaster 300,BMX,2022-05-31,3
 Speedster Pro,Road Bike,2021-07-06,7
Roadmaster Pro,Road Bike,2023-06-26,6
Mountain Climber XT,Mountain Bike,2021-01-02,1
AirMaster 300,BMX,2022-08-27,8
Roadmaster Pro,Road Bike,2024-06-08,3
AirMaster 300,BMX,2021-05-23,2
UrbanCommuter 500,Hybrid Bike,2022-03-10,3
Mountain Climber XT,Mountain Bike,2020-05-28,2
Hybrid Explorer,Hybrid Bike,2021-04-16,4
Hybrid Explorer,Hybrid Bike,2021-06-24,13
